,Unnamed: 0,fact,context,annotators,response,model,Understandable,Natural,MaintainsContext,Engaging,UsesKnowledge,Overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met,relev_met
78,78,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",sm,"i 'm not sure . i think it 's crazy that the highest scoring football game ever was 222 - 0 .
",Nucleus Decoding (p = 0.3),1,3,2,2,1,3,poor,moderate,poor,poor,poor,moderate,0.999509098,0.999523725,0.998771141,0.900086147,0.745796133,0.928737249,102.6311722,0,-1.246165037,-0.698517978,0.02641609,0.458767773,0.84634465,0.776646376,0.80999887,0.846610904,0.858738124,0.85263139,0.421052632,0.421052632,0.421052632,18.4092626,17.45637643,10.62192923,8.044719106,11.00394344,9.645172119,-3.781458736,-3.75495807,0.001107154
79,79,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",er,"i 'm not sure . i think it 's crazy that the highest scoring football game ever was 222 - 0 .
",Nucleus Decoding (p = 0.3),1,3,2,3,1,3,poor,moderate,moderate,poor,poor,moderate,0.999509098,0.999523725,0.998771141,0.900086147,0.745796133,0.928737249,102.6311722,0,-1.246165037,-0.698517978,0.02641609,0.458767773,0.84634465,0.776646376,0.80999887,0.846610904,0.858738124,0.85263139,0.421052632,0.421052632,0.421052632,18.4092626,17.45637643,10.62192923,8.044719106,11.00394344,9.645172119,-3.781458736,-3.75495807,0.001107154
80,80,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",fl,"i 'm not sure . i think it 's crazy that the highest scoring football game ever was 222 - 0 .
",Nucleus Decoding (p = 0.3),1,2,2,2,1,3,poor,poor,poor,poor,poor,moderate,0.999509098,0.999523725,0.998771141,0.900086147,0.745796133,0.928737249,102.6311722,0,-1.246165037,-0.698517978,0.02641609,0.458767773,0.84634465,0.776646376,0.80999887,0.846610904,0.858738124,0.85263139,0.421052632,0.421052632,0.421052632,18.4092626,17.45637643,10.62192923,8.044719106,11.00394344,9.645172119,-3.781458736,-3.75495807,0.001107154
81,81,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",sm,"i think you 're right . it was nice chatting with you .
",Nucleus Decoding (p = 0.5),1,3,2,1,0,2,poor,moderate,poor,poor,poor,poor,0.999474855,0.999546296,0.0022326,0.912600264,0.242585417,0.631287886,88.29283905,0,-1.560561061,-1.363577604,0.017374312,0.017374312,0.825430274,0.758509517,0.790556192,0.7918064,0.790641189,0.791223347,0.041420118,0.041420118,0.041420118,9.816043735,8.630297661,4.104589999,3.157899052,4.746144295,2.087005854,-3.747828669,-3.769750066,0.000657673
82,82,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",er,"i think you 're right . it was nice chatting with you .
",Nucleus Decoding (p = 0.5),0,2,1,1,0,1,poor,poor,poor,poor,poor,poor,0.999474855,0.999546296,0.0022326,0.912600264,0.242585417,0.631287886,88.29283905,0,-1.560561061,-1.363577604,0.017374312,0.017374312,0.825430274,0.758509517,0.790556192,0.7918064,0.790641189,0.791223347,0.041420118,0.041420118,0.041420118,9.816043735,8.630297661,4.104589999,3.157899052,4.746144295,2.087005854,-3.747828669,-3.769750066,0.000657673
83,83,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",fl,"i think you 're right . it was nice chatting with you .
",Nucleus Decoding (p = 0.5),1,2,1,1,0,2,poor,poor,poor,poor,poor,poor,0.999474855,0.999546296,0.0022326,0.912600264,0.242585417,0.631287886,88.29283905,0,-1.560561061,-1.363577604,0.017374312,0.017374312,0.825430274,0.758509517,0.790556192,0.7918064,0.790641189,0.791223347,0.041420118,0.041420118,0.041420118,9.816043735,8.630297661,4.104589999,3.157899052,4.746144295,2.087005854,-3.747828669,-3.769750066,0.000657673
84,84,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",sm,"i 'm surprised georgia tech cumberland was still on that day . i do n't think i 'd ever doubt it .
",Nucleus Decoding (p = 0.7),0,1,2,1,1,2,poor,poor,poor,poor,poor,poor,0.999722106,0.999722346,0.991598403,0.66440126,0.468016907,0.824692205,117.1870651,0,-1.47805047,-1.238619208,0.020771513,0.176303318,0.820496976,0.774295628,0.796727061,0.801228762,0.837179959,0.818809986,0.25,0.25,0.25,22.04783052,19.94417316,8.092039339,7.165411085,11.19146442,5.485902786,-3.882664705,-3.96978876,0.001394035
85,85,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",er,"i 'm surprised georgia tech cumberland was still on that day . i do n't think i 'd ever doubt it .
",Nucleus Decoding (p = 0.7),0,3,2,1,0,1,poor,moderate,poor,poor,poor,poor,0.999722106,0.999722346,0.991598403,0.66440126,0.468016907,0.824692205,117.1870651,0,-1.47805047,-1.238619208,0.020771513,0.176303318,0.820496976,0.774295628,0.796727061,0.801228762,0.837179959,0.818809986,0.25,0.25,0.25,22.04783052,19.94417316,8.092039339,7.165411085,11.19146442,5.485902786,-3.882664705,-3.96978876,0.001394035
86,86,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",fl,"i 'm surprised georgia tech cumberland was still on that day . i do n't think i 'd ever doubt it .
",Nucleus Decoding (p = 0.7),0,1,2,1,0,2,poor,poor,poor,poor,poor,poor,0.999722106,0.999722346,0.991598403,0.66440126,0.468016907,0.824692205,117.1870651,0,-1.47805047,-1.238619208,0.020771513,0.176303318,0.820496976,0.774295628,0.796727061,0.801228762,0.837179959,0.818809986,0.25,0.25,0.25,22.04783052,19.94417316,8.092039339,7.165411085,11.19146442,5.485902786,-3.882664705,-3.96978876,0.001394035
87,87,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",sm,"yes , that was georgia tech vs cumberland . what a dominant victory .",New Human Generated,1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.963581792,0.962389002,0.999403078,1.988220685,0.994805866,1.181680085,319.6338501,0,-1.715374708,-0.724586427,0.01189768,0.183251232,0.830079973,0.772256851,0.800125062,0.880357981,0.858441889,0.869261861,0.333333333,0.333333333,0.333333333,15.69230443,15.20368934,6.393632293,4.849041089,6.799448013,6.440407753,-3.820327475,-4.179869503,0.002041222
88,88,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",er,"yes , that was georgia tech vs cumberland . what a dominant victory .",New Human Generated,1,3,3,2,1,4,poor,moderate,poor,moderate,poor,high,0.963581792,0.962389002,0.999403078,1.988220685,0.994805866,1.181680085,319.6338501,0,-1.715374708,-0.724586427,0.01189768,0.183251232,0.830079973,0.772256851,0.800125062,0.880357981,0.858441889,0.869261861,0.333333333,0.333333333,0.333333333,15.69230443,15.20368934,6.393632293,4.849041089,6.799448013,6.440407753,-3.820327475,-4.179869503,0.002041222
89,89,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",fl,"yes , that was georgia tech vs cumberland . what a dominant victory .",New Human Generated,1,3,3,2,1,4,poor,moderate,poor,moderate,poor,high,0.963581792,0.962389002,0.999403078,1.988220685,0.994805866,1.181680085,319.6338501,0,-1.715374708,-0.724586427,0.01189768,0.183251232,0.830079973,0.772256851,0.800125062,0.880357981,0.858441889,0.869261861,0.333333333,0.333333333,0.333333333,15.69230443,15.20368934,6.393632293,4.849041089,6.799448013,6.440407753,-3.820327475,-4.179869503,0.002041222
90,90,"[ # 26 score:167 comments:24 ] - til - the trunk of your car is called that because old cars used to have wooden trunks on the back .
","did you know that there was a moral panic in the 1700 's because everyone was reading books ? haha 
 i did nt know that lol . we sure are close to a moral panic with all the tablets and social media kids and adults are using . 
 haha ya , if people started reading a lot in this day and age society would think that was a wonderful thing ! haha 
 yeah , that would be great , literature is getting lost and great authors like cs lewis and tolkien are getting forgotten . 
 right , i think it 's funny though that they used to read off bad poetry and whoever laughed first would lose , that s hilarious 
 that is hilarious i wonder who is the champion among them lol , do you personally like to read ? 
 i ca n't say that i do no , i do like audiobooks , i did try to speed read once but i found i did n't retain any information from it , that 's why i do n't know what to make of the speed reading champion with 4,700 words per minute 
 i wonder how they measure that , i can just skip pages and tell everybody that i read the content , i bet i could read 6000 words per minute that way 
 ya exactly , if i could just flip through pages i could speed read too , what is weird is starship troopers is on the military 's reading list , idk about the book but the movie is definitely not pro military 
 i guess that s because movies are nt as good as movies , a lot of info is missing , the enders game book is also another recommendation for armed forces around the globe 
 ya , did you ever see that movie ? i saw it and i like harrison ford who is in it , but it was pretty bad in my opinion 
 i did see the movie , i thought it was bad as well , i liked the book better , i like reading you can learn many interesting facts , like why the area code of new york is 212 . 
 ya i think it was because that was the fastest number that you could dial with a rotary phone ? crazy how that stuff carries over until even today ! ! 
 it is ! there s a lot things we need to discover still though , i 'm kind of worried the cables carrying phone and internet are underwater , at least some of them . 
 ya it 's only about 3 inches thick , i wonder how it is protected ? is it just a cable or are there safeguards in place in case like a ship sinks and crushes it , etc 

",sm,"it must be a really strong cable for sure , so do you like cars ? you know the first car to be mass produced was a ford . 
",Original Ground Truth,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.863482065,0.933909974,0.267480005,1.468743166,0.998568174,0.906436677,82.92141724,0,-1.642226934,-1.342217207,0.024294308,0.086206897,0.831007957,0.76409328,0.796147108,0.833635449,0.807304859,0.820258915,0.156862745,0.156862745,0.156862745,22.40130371,21.13829064,9.128770292,8.426537797,10.65244389,3.699671745,-3.308356116,-4.511240475,0.000513552
91,91,"[ # 26 score:167 comments:24 ] - til - the trunk of your car is called that because old cars used to have wooden trunks on the back .
","did you know that there was a moral panic in the 1700 's because everyone was reading books ? haha 
 i did nt know that lol . we sure are close to a moral panic with all the tablets and social media kids and adults are using . 
 haha ya , if people started reading a lot in this day and age society would think that was a wonderful thing ! haha 
 yeah , that would be great , literature is getting lost and great authors like cs lewis and tolkien are getting forgotten . 
 right , i think it 's funny though that they used to read off bad poetry and whoever laughed first would lose , that s hilarious 
 that is hilarious i wonder who is the champion among them lol , do you personally like to read ? 
 i ca n't say that i do no , i do like audiobooks , i did try to speed read once but i found i did n't retain any information from it , that 's why i do n't know what to make of the speed reading champion with 4,700 words per minute 
 i wonder how they measure that , i can just skip pages and tell everybody that i read the content , i bet i could read 6000 words per minute that way 
 ya exactly , if i could just flip through pages i could speed read too , what is weird is starship troopers is on the military 's reading list , idk about the book but the movie is definitely not pro military 
 i guess that s because movies are nt as good as movies , a lot of info is missing , the enders game book is also another recommendation for armed forces around the globe 
 ya , did you ever see that movie ? i saw it and i like harrison ford who is in it , but it was pretty bad in my opinion 
 i did see the movie , i thought it was bad as well , i liked the book better , i like reading you can learn many interesting facts , like why the area code of new york is 212 . 
 ya i think it was because that was the fastest number that you could dial with a rotary phone ? crazy how that stuff carries over until even today ! ! 
 it is ! there s a lot things we need to discover still though , i 'm kind of worried the cables carrying phone and internet are underwater , at least some of them . 
 ya it 's only about 3 inches thick , i wonder how it is protected ? is it just a cable or are there safeguards in place in case like a ship sinks and crushes it , etc 

",me,"it must be a really strong cable for sure , so do you like cars ? you know the first car to be mass produced was a ford . 
",Original Ground Truth,1,3,3,3,0,4,poor,moderate,moderate,moderate,poor,high,0.863482065,0.933909974,0.267480005,1.468743166,0.998568174,0.906436677,82.92141724,0,-1.642226934,-1.342217207,0.024294308,0.086206897,0.831007957,0.76409328,0.796147108,0.833635449,0.807304859,0.820258915,0.156862745,0.156862745,0.156862745,22.40130371,21.13829064,9.128770292,8.426537797,10.65244389,3.699671745,-3.308356116,-4.511240475,0.000513552
92,92,"[ # 26 score:167 comments:24 ] - til - the trunk of your car is called that because old cars used to have wooden trunks on the back .
","did you know that there was a moral panic in the 1700 's because everyone was reading books ? haha 
 i did nt know that lol . we sure are close to a moral panic with all the tablets and social media kids and adults are using . 
 haha ya , if people started reading a lot in this day and age society would think that was a wonderful thing ! haha 
 yeah , that would be great , literature is getting lost and great authors like cs lewis and tolkien are getting forgotten . 
 right , i think it 's funny though that they used to read off bad poetry and whoever laughed first would lose , that s hilarious 
 that is hilarious i wonder who is the champion among them lol , do you personally like to read ? 
 i ca n't say that i do no , i do like audiobooks , i did try to speed read once but i found i did n't retain any information from it , that 's why i do n't know what to make of the speed reading champion with 4,700 words per minute 
 i wonder how they measure that , i can just skip pages and tell everybody that i read the content , i bet i could read 6000 words per minute that way 
 ya exactly , if i could just flip through pages i could speed read too , what is weird is starship troopers is on the military 's reading list , idk about the book but the movie is definitely not pro military 
 i guess that s because movies are nt as good as movies , a lot of info is missing , the enders game book is also another recommendation for armed forces around the globe 
 ya , did you ever see that movie ? i saw it and i like harrison ford who is in it , but it was pretty bad in my opinion 
 i did see the movie , i thought it was bad as well , i liked the book better , i like reading you can learn many interesting facts , like why the area code of new york is 212 . 
 ya i think it was because that was the fastest number that you could dial with a rotary phone ? crazy how that stuff carries over until even today ! ! 
 it is ! there s a lot things we need to discover still though , i 'm kind of worried the cables carrying phone and internet are underwater , at least some of them . 
 ya it 's only about 3 inches thick , i wonder how it is protected ? is it just a cable or are there safeguards in place in case like a ship sinks and crushes it , etc 

",yf,"it must be a really strong cable for sure , so do you like cars ? you know the first car to be mass produced was a ford . 
",Original Ground Truth,1,2,3,3,0,4,poor,poor,moderate,moderate,poor,high,0.863482065,0.933909974,0.267480005,1.468743166,0.998568174,0.906436677,82.92141724,0,-1.642226934,-1.342217207,0.024294308,0.086206897,0.831007957,0.76409328,0.796147108,0.833635449,0.807304859,0.820258915,0.156862745,0.156862745,0.156862745,22.40130371,21.13829064,9.128770292,8.426537797,10.65244389,3.699671745,-3.308356116,-4.511240475,0.000513552
