,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,source,system_id,system_output,context,understandability,naturalness,coherence,engagingness,groundedness,overall,understandability_cat,natural_cat,engage_cat,coherence_cat,groundedness_cat,overall_cat,understandability_unieval,naturalness_unieval,coherence_unieval,engagingness_unieval,groundedness_unieval,overall_unieval,perplexity,bleu,bleurt_notune_src,bleurt_notune_ttl,meteor_1,meteor_n,bert_f1_src,bert_precision_src,bert_recall_src,bert_f1_ttl,bert_precision_ttl,bert_recall_ttl,rouge1,rouge2,rougeL,ctc_e_engage,ctc_e_ground,ctc_d_engage,ctc_d_ground,ctc_r_engage,ctc_r_ground,cohere_met,consist_met
17,17,17,17,"hello 
 hi . the nfl seems to be at the end of its days . 
 that 's what people seem to be saying everywhere , but i do n't know . they have gotten through scandals and issues before . i 'm not counting them out yet . 
 what about the problems with the ncaa though ? the nfl needs the players . 
 i get that and it is valid , but it 's like any sport . if 1 person quits , there are 5 waiting to take their place . if players do n't want to play , then they should move along . 
 what about the fans though . people might get bored of a game when the quality goes down . 
 that is true . everything runs in cycles though . i liken it to a losing team having an empty stadium and a winning team selling out . fans are fickle . their ... our views are important , but we come and go . 
 i wonder whether letting women into the game would create interest , get more fans . 
 oh , it absolutely would . it would be like ... and i know i am going to butcher the name here , but when manon reheaume played in the nhl . my only concern is that if mishandled it might come off like a gimmick . 
 i see your point . long term , will women stay ? true . 
 i feel like ... there are enough talented women athletes out there , that a woman kicker or qb is possible , perhaps a wide receiver . 
 women can be tough too . would a coach like bill belichick hire a woman if she could help him win the super bowl ? 
 this is going to come off sounding bad , but it is n't meant to . i think anyone in the front office would look at it from the perspective of generating revenue and views . the sponsors would love the coverage . 
 belichick has done well in the post season , so i think he 's looking at it from a strategic point of view . the sponsors would tie her presence into a bunch of social issues and products . 

",New Human Generated,i think belichick is very strategic and he would n't do something if it would n't help his team win . the last time cleveland won a game in the playoffs was when belichick was their coach . shows how lucky teams are to have him .,"the cleveland browns ' last playoff win was in 1995 against the new england patriots and their head coach was bill belichick . this was bill 's first playoff win as head coach and the only playoff win as head coach outside the patriots .
",1,3,3,3,1,5,poor,moderate,moderate,moderate,poor,high,0.941020891,0.942389922,0.999209653,2.940246582,0.999691415,1.364511692,57.19455719,0,-1.144041061,-1.008960009,0.05886327,0.17699115,0.855418086,0.796205997,0.824750602,0.85372436,0.861177087,0.857434511,0.272727273,0.272727273,0.272727273,42.97736526,42.03053212,15.76517969,15.69507092,18.72854996,16.9880619,-3.535350592,-4.553389528
18,18,18,18,"hi there , how 's it going ? 
 it 's going great ! which do you prefer , football or baseball ? 
 oh i guess baseball . although i do n't have time to see many games anymore . 
 baseball is the american pastime . japanese are surprised to discover this fact . 
 yeah , i guess they see it as being their own . they have their own fan culture around it . what is your favorite sport ? 
 i like both baseball and football , but i usually follow them around playoff time . do n't have much time for games . 
 yeah the seasons are so long that it 's tough to get really immersed . especially baseball . it 's what , 162 games ? 
 162 , plus playoffs . soon they 'll be playing until christmas . until 2005 , a married couple scheduled all the games for the mlb . they must have had special software or something . 
 yeah . although i think they had done it since the 80s . maybe they did the first few seasons on a commodore 64 lol ? 
 the old c64 ! classic . i do n't remember any good sports games on that though . football , baseball , soccer . probably not easy to do on a c64 . 
 yeah . i know they had accounting software lol , my dad used it . we had the minnesota fats pool game and i think one soccer one . but it was such a different era . no madden style graphics 
 i wonder whether they had a version of kickball on the c64 . the canadians call the game soccer - baseball . 
 yeah i 've read that somewhere . when i was a kid , we played a kind of kickball called rounders at camp . our counselor was english . he kept telling us "" run to fourth ! "" and we were like , "" you mean home ? run home ? "" 
 baseball is american ! i do n't know the english would want with it . i bet the english do n't collect "" rounders "" cards the way we collect baseball cards . 
 right ? i wonder if they have cricket cards lol ? i think they have stickers for soccer . 
 some guy found $ 3 million dollars of baseball cards from the 1900s . i wonder what he did with the money . 
 yeah . that 's an amazing find . i heard they had been hidden since the 40s . 
 thanks , grandpa ! i bet grandpa wishes he had cashed them in before he cashed out . 

",Original Ground Truth,"well , but time probably added to the value , no ? i wonder if the grandson found a honus wagner . is n't that the super valuable one ? in the 90s i think wayne gretzky bought one as an investment . ","_nofact
",1,3,2.666666667,3,1,4.666666667,poor,moderate,moderate,poor,poor,high,0.994523715,0.992859182,0.992584526,2.708431483,0.997560017,1.337191785,176.5757446,0.100320552,-1.449148059,-2.190979958,0.037786446,0.037786446,0.816463053,0.780034721,0.797833323,0.772626042,0.800655961,0.786391318,0.118764846,0.118764846,0.118764846,40.78374821,40.78026217,17.17225379,14.92817138,18.18927765,15.64757442,-5.337587443,-5.252289677
19,19,19,19,"hi there , how 's it going ? 
 it 's going great ! which do you prefer , football or baseball ? 
 oh i guess baseball . although i do n't have time to see many games anymore . 
 baseball is the american pastime . japanese are surprised to discover this fact . 
 yeah , i guess they see it as being their own . they have their own fan culture around it . what is your favorite sport ? 
 i like both baseball and football , but i usually follow them around playoff time . do n't have much time for games . 
 yeah the seasons are so long that it 's tough to get really immersed . especially baseball . it 's what , 162 games ? 
 162 , plus playoffs . soon they 'll be playing until christmas . until 2005 , a married couple scheduled all the games for the mlb . they must have had special software or something . 
 yeah . although i think they had done it since the 80s . maybe they did the first few seasons on a commodore 64 lol ? 
 the old c64 ! classic . i do n't remember any good sports games on that though . football , baseball , soccer . probably not easy to do on a c64 . 
 yeah . i know they had accounting software lol , my dad used it . we had the minnesota fats pool game and i think one soccer one . but it was such a different era . no madden style graphics 
 i wonder whether they had a version of kickball on the c64 . the canadians call the game soccer - baseball . 
 yeah i 've read that somewhere . when i was a kid , we played a kind of kickball called rounders at camp . our counselor was english . he kept telling us "" run to fourth ! "" and we were like , "" you mean home ? run home ? "" 
 baseball is american ! i do n't know the english would want with it . i bet the english do n't collect "" rounders "" cards the way we collect baseball cards . 
 right ? i wonder if they have cricket cards lol ? i think they have stickers for soccer . 
 some guy found $ 3 million dollars of baseball cards from the 1900s . i wonder what he did with the money . 
 yeah . that 's an amazing find . i heard they had been hidden since the 40s . 
 thanks , grandpa ! i bet grandpa wishes he had cashed them in before he cashed out . 

",Argmax Decoding,i bet he was a great player . nice chat,"_nofact
",0.333333333,1.666666667,1.333333333,1.333333333,1,1.666666667,poor,poor,poor,poor,poor,poor,0.91854841,0.924575589,0.478609844,0.631376145,0.259116222,0.642445242,210.1393127,0,-1.724628925,-1.414153457,0.011786479,0.011786479,0.85112232,0.760588109,0.80331248,0.834643602,0.816910088,0.825681686,0.030612245,0.030612245,0.030612245,7.415385067,7.404628038,4.274081409,2.791534953,3.86576581,3.090191126,-5.427283425,-5.255742768
20,20,20,20,"hi there , how 's it going ? 
 it 's going great ! which do you prefer , football or baseball ? 
 oh i guess baseball . although i do n't have time to see many games anymore . 
 baseball is the american pastime . japanese are surprised to discover this fact . 
 yeah , i guess they see it as being their own . they have their own fan culture around it . what is your favorite sport ? 
 i like both baseball and football , but i usually follow them around playoff time . do n't have much time for games . 
 yeah the seasons are so long that it 's tough to get really immersed . especially baseball . it 's what , 162 games ? 
 162 , plus playoffs . soon they 'll be playing until christmas . until 2005 , a married couple scheduled all the games for the mlb . they must have had special software or something . 
 yeah . although i think they had done it since the 80s . maybe they did the first few seasons on a commodore 64 lol ? 
 the old c64 ! classic . i do n't remember any good sports games on that though . football , baseball , soccer . probably not easy to do on a c64 . 
 yeah . i know they had accounting software lol , my dad used it . we had the minnesota fats pool game and i think one soccer one . but it was such a different era . no madden style graphics 
 i wonder whether they had a version of kickball on the c64 . the canadians call the game soccer - baseball . 
 yeah i 've read that somewhere . when i was a kid , we played a kind of kickball called rounders at camp . our counselor was english . he kept telling us "" run to fourth ! "" and we were like , "" you mean home ? run home ? "" 
 baseball is american ! i do n't know the english would want with it . i bet the english do n't collect "" rounders "" cards the way we collect baseball cards . 
 right ? i wonder if they have cricket cards lol ? i think they have stickers for soccer . 
 some guy found $ 3 million dollars of baseball cards from the 1900s . i wonder what he did with the money . 
 yeah . that 's an amazing find . i heard they had been hidden since the 40s . 
 thanks , grandpa ! i bet grandpa wishes he had cashed them in before he cashed out . 

",Nucleus Decoding (p = 0.3),i wonder if he was a fan of his music ?,"_nofact
",0.333333333,2.333333333,1,1.333333333,1,1.333333333,poor,poor,poor,poor,poor,poor,0.850707854,0.853730842,0.00196151,0.001800246,0.66839863,0.475319817,49.62650299,0,-1.594925761,-1.29131484,0.012285012,0.012285012,0.85509944,0.755084693,0.80198586,0.82992959,0.819419324,0.82464093,0.040712468,0.040712468,0.040712468,8.23423028,8.226916671,2.434716344,2.492362142,2.810393572,3.86631155,-5.403479607,-5.249040414
21,21,21,21,"hi there , how 's it going ? 
 it 's going great ! which do you prefer , football or baseball ? 
 oh i guess baseball . although i do n't have time to see many games anymore . 
 baseball is the american pastime . japanese are surprised to discover this fact . 
 yeah , i guess they see it as being their own . they have their own fan culture around it . what is your favorite sport ? 
 i like both baseball and football , but i usually follow them around playoff time . do n't have much time for games . 
 yeah the seasons are so long that it 's tough to get really immersed . especially baseball . it 's what , 162 games ? 
 162 , plus playoffs . soon they 'll be playing until christmas . until 2005 , a married couple scheduled all the games for the mlb . they must have had special software or something . 
 yeah . although i think they had done it since the 80s . maybe they did the first few seasons on a commodore 64 lol ? 
 the old c64 ! classic . i do n't remember any good sports games on that though . football , baseball , soccer . probably not easy to do on a c64 . 
 yeah . i know they had accounting software lol , my dad used it . we had the minnesota fats pool game and i think one soccer one . but it was such a different era . no madden style graphics 
 i wonder whether they had a version of kickball on the c64 . the canadians call the game soccer - baseball . 
 yeah i 've read that somewhere . when i was a kid , we played a kind of kickball called rounders at camp . our counselor was english . he kept telling us "" run to fourth ! "" and we were like , "" you mean home ? run home ? "" 
 baseball is american ! i do n't know the english would want with it . i bet the english do n't collect "" rounders "" cards the way we collect baseball cards . 
 right ? i wonder if they have cricket cards lol ? i think they have stickers for soccer . 
 some guy found $ 3 million dollars of baseball cards from the 1900s . i wonder what he did with the money . 
 yeah . that 's an amazing find . i heard they had been hidden since the 40s . 
 thanks , grandpa ! i bet grandpa wishes he had cashed them in before he cashed out . 

",Nucleus Decoding (p = 0.5),"i 'm sure he was , it was great chatting with you !","_nofact
",0.666666667,2.666666667,1.666666667,1,1,1.666666667,poor,poor,poor,poor,poor,poor,0.951655825,0.956853966,0.992865509,0.999642506,0.058396859,0.791882933,123.7504883,0,-1.573618889,-1.552151203,0.012278978,0.012278978,0.818169057,0.753667057,0.784594595,0.786045969,0.821855366,0.803551972,0.040609137,0.040609137,0.040609137,9.679799497,9.679232478,5.406941235,4.244126022,4.932778358,3.836796045,-5.415835036,-5.226091157
22,22,22,22,"hi there , how 's it going ? 
 it 's going great ! which do you prefer , football or baseball ? 
 oh i guess baseball . although i do n't have time to see many games anymore . 
 baseball is the american pastime . japanese are surprised to discover this fact . 
 yeah , i guess they see it as being their own . they have their own fan culture around it . what is your favorite sport ? 
 i like both baseball and football , but i usually follow them around playoff time . do n't have much time for games . 
 yeah the seasons are so long that it 's tough to get really immersed . especially baseball . it 's what , 162 games ? 
 162 , plus playoffs . soon they 'll be playing until christmas . until 2005 , a married couple scheduled all the games for the mlb . they must have had special software or something . 
 yeah . although i think they had done it since the 80s . maybe they did the first few seasons on a commodore 64 lol ? 
 the old c64 ! classic . i do n't remember any good sports games on that though . football , baseball , soccer . probably not easy to do on a c64 . 
 yeah . i know they had accounting software lol , my dad used it . we had the minnesota fats pool game and i think one soccer one . but it was such a different era . no madden style graphics 
 i wonder whether they had a version of kickball on the c64 . the canadians call the game soccer - baseball . 
 yeah i 've read that somewhere . when i was a kid , we played a kind of kickball called rounders at camp . our counselor was english . he kept telling us "" run to fourth ! "" and we were like , "" you mean home ? run home ? "" 
 baseball is american ! i do n't know the english would want with it . i bet the english do n't collect "" rounders "" cards the way we collect baseball cards . 
 right ? i wonder if they have cricket cards lol ? i think they have stickers for soccer . 
 some guy found $ 3 million dollars of baseball cards from the 1900s . i wonder what he did with the money . 
 yeah . that 's an amazing find . i heard they had been hidden since the 40s . 
 thanks , grandpa ! i bet grandpa wishes he had cashed them in before he cashed out . 

",Nucleus Decoding (p = 0.7),he was an all star and did the money . i think it 's interesting . i wonder how many albums he had .,"_nofact
",0.333333333,2,1,1.333333333,1,1.333333333,poor,poor,poor,poor,poor,poor,0.887903156,0.886233319,0.042719068,0.359888269,0.973382196,0.630025202,92.55657196,0,-1.645526886,-1.77457881,0.02921799,0.02921799,0.845543742,0.773934305,0.808155835,0.793862939,0.810076237,0.801887631,0.089108911,0.089108911,0.089108911,19.39146185,19.38143581,6.318170071,6.069718063,7.864060402,7.76756382,-5.477638219,-5.235791331
23,23,23,23,"hi there , how 's it going ? 
 it 's going great ! which do you prefer , football or baseball ? 
 oh i guess baseball . although i do n't have time to see many games anymore . 
 baseball is the american pastime . japanese are surprised to discover this fact . 
 yeah , i guess they see it as being their own . they have their own fan culture around it . what is your favorite sport ? 
 i like both baseball and football , but i usually follow them around playoff time . do n't have much time for games . 
 yeah the seasons are so long that it 's tough to get really immersed . especially baseball . it 's what , 162 games ? 
 162 , plus playoffs . soon they 'll be playing until christmas . until 2005 , a married couple scheduled all the games for the mlb . they must have had special software or something . 
 yeah . although i think they had done it since the 80s . maybe they did the first few seasons on a commodore 64 lol ? 
 the old c64 ! classic . i do n't remember any good sports games on that though . football , baseball , soccer . probably not easy to do on a c64 . 
 yeah . i know they had accounting software lol , my dad used it . we had the minnesota fats pool game and i think one soccer one . but it was such a different era . no madden style graphics 
 i wonder whether they had a version of kickball on the c64 . the canadians call the game soccer - baseball . 
 yeah i 've read that somewhere . when i was a kid , we played a kind of kickball called rounders at camp . our counselor was english . he kept telling us "" run to fourth ! "" and we were like , "" you mean home ? run home ? "" 
 baseball is american ! i do n't know the english would want with it . i bet the english do n't collect "" rounders "" cards the way we collect baseball cards . 
 right ? i wonder if they have cricket cards lol ? i think they have stickers for soccer . 
 some guy found $ 3 million dollars of baseball cards from the 1900s . i wonder what he did with the money . 
 yeah . that 's an amazing find . i heard they had been hidden since the 40s . 
 thanks , grandpa ! i bet grandpa wishes he had cashed them in before he cashed out . 

",New Human Generated,"maybe it's time to collect some baseball cards now , so you can cash out when you 're older !","_nofact
",1,3,3,2.666666667,1,5,poor,moderate,poor,moderate,poor,high,0.964812856,0.966887111,0.998402813,0.999881592,0.088242641,0.803645403,81.9786911,0,-1.362693071,-1.913820982,0.02862503,0.02862503,0.822879314,0.761109531,0.790790021,0.796077013,0.825661838,0.810599506,0.069651741,0.069651741,0.069651741,17.19416946,17.18325895,6.914366215,6.825252414,8.057214737,8.279992104,-5.365364498,-5.204489205
24,24,24,24,"hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",Original Ground Truth,that would be really hard . ga tech sure did dominate that game . ,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
",0.666666667,2.666666667,2,2.333333333,0.666666667,3.666666667,poor,poor,poor,poor,poor,moderate,0.999835945,0.999839395,0.998814334,1.995748338,0.998356749,1.198518953,510.5114441,0,-1.493252039,-1.014467835,0.018902439,0.073891626,0.81817174,0.760424137,0.788241684,0.831444144,0.816429853,0.823868632,0.193548387,0.193548387,0.193548387,10.61380327,10.44324201,6.673722327,5.633249551,6.754247665,5.521414757,-3.810405353,-4.438571711
25,25,25,25,"hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",Argmax Decoding,i think that would be a great game to watch . i would have to be a bit slow .,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
",0.333333333,1.333333333,2.333333333,2,0.333333333,2.666666667,poor,poor,poor,poor,poor,poor,0.9174877,0.923936926,0.653596362,0.051333843,0.39543074,0.588357114,32.97628021,0,-1.531983733,-1.378212929,0.030932927,0.071770335,0.848137915,0.776582599,0.810784519,0.822821438,0.805551708,0.81409502,0.162162162,0.162162162,0.162162162,15.95177072,15.95979118,5.433062233,6.017720103,6.513619423,4.972882271,-3.779960663,-4.402016251
26,26,26,26,"hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",Nucleus Decoding (p = 0.3),i 'm not sure . i think it 's crazy that the highest scoring football game ever was 222 - 0 .,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
",1,2.666666667,2,2.333333333,1,3,poor,poor,poor,poor,poor,moderate,0.949826852,0.950537956,0.808028892,0.975692906,0.99931071,0.936679463,106.7397308,0,-1.246164083,-0.698518336,0.02641609,0.458767773,0.842337191,0.772507668,0.805912673,0.847283721,0.861328185,0.854248226,0.421052632,0.421052632,0.421052632,18.20641899,17.24796903,10.31276006,9.852589309,10.24699688,7.187527657,-3.781458736,-4.443793949
27,27,27,27,"hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",Nucleus Decoding (p = 0.5),i think you 're right . it was nice chatting with you .,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
",0.666666667,2.333333333,1.333333333,1,0,1.666666667,poor,poor,poor,poor,poor,poor,0.95850256,0.960842758,0.422286035,0.810229492,0.00138388,0.630648945,94.59416962,0,-1.560561419,-1.363577962,0.017374312,0.017374312,0.828534186,0.762606502,0.794204473,0.78806591,0.79667896,0.792348981,0.041420118,0.041420118,0.041420118,9.653248489,9.649121106,4.091328442,3.699042767,4.727175713,2.334001541,-3.747828669,-4.451406333
28,28,28,28,"hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",Nucleus Decoding (p = 0.7),i 'm surprised georgia tech cumberland was still on that day . i do n't think i 'd ever doubt it .,"- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
",0,1.666666667,2,1,0.333333333,1.666666667,poor,poor,poor,poor,poor,poor,0.874149505,0.879961867,0.64002445,0.975059169,0.99503824,0.872846646,125.2485657,0,-1.47805059,-1.238618731,0.020771513,0.176303318,0.822420597,0.773405313,0.797160208,0.800858557,0.839940608,0.819934189,0.25,0.25,0.25,21.59940362,20.46313453,7.848583199,6.67385745,10.47065544,6.81786108,-3.882664705,-5.117857158
29,29,29,29,"hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

",New Human Generated,"yes , that was georgia tech vs cumberland . what a dominant victory .","- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
",1,3,3,2.333333333,1,4.333333333,poor,moderate,poor,moderate,poor,high,0.963581792,0.962389002,0.990160709,1.994499773,0.999684189,1.182063093,319.6338501,0,-1.71537447,-0.724586368,0.01189768,0.183251232,0.827167809,0.772643328,0.798976421,0.88395983,0.862333179,0.873012543,0.333333333,0.333333333,0.333333333,15.33353496,14.05319828,6.338066578,4.432130188,6.658920288,4.564056873,-3.820327475,-5.246059
30,30,30,30,"did you know that there was a moral panic in the 1700 's because everyone was reading books ? haha 
 i did nt know that lol . we sure are close to a moral panic with all the tablets and social media kids and adults are using . 
 haha ya , if people started reading a lot in this day and age society would think that was a wonderful thing ! haha 
 yeah , that would be great , literature is getting lost and great authors like cs lewis and tolkien are getting forgotten . 
 right , i think it 's funny though that they used to read off bad poetry and whoever laughed first would lose , that s hilarious 
 that is hilarious i wonder who is the champion among them lol , do you personally like to read ? 
 i ca n't say that i do no , i do like audiobooks , i did try to speed read once but i found i did n't retain any information from it , that 's why i do n't know what to make of the speed reading champion with 4,700 words per minute 
 i wonder how they measure that , i can just skip pages and tell everybody that i read the content , i bet i could read 6000 words per minute that way 
 ya exactly , if i could just flip through pages i could speed read too , what is weird is starship troopers is on the military 's reading list , idk about the book but the movie is definitely not pro military 
 i guess that s because movies are nt as good as movies , a lot of info is missing , the enders game book is also another recommendation for armed forces around the globe 
 ya , did you ever see that movie ? i saw it and i like harrison ford who is in it , but it was pretty bad in my opinion 
 i did see the movie , i thought it was bad as well , i liked the book better , i like reading you can learn many interesting facts , like why the area code of new york is 212 . 
 ya i think it was because that was the fastest number that you could dial with a rotary phone ? crazy how that stuff carries over until even today ! ! 
 it is ! there s a lot things we need to discover still though , i 'm kind of worried the cables carrying phone and internet are underwater , at least some of them . 
 ya it 's only about 3 inches thick , i wonder how it is protected ? is it just a cable or are there safeguards in place in case like a ship sinks and crushes it , etc 

",Original Ground Truth,"it must be a really strong cable for sure , so do you like cars ? you know the first car to be mass produced was a ford . ","[ # 26 score:167 comments:24 ] - til - the trunk of your car is called that because old cars used to have wooden trunks on the back .
",1,2.666666667,3,3,0,4,poor,poor,moderate,moderate,poor,high,0.863482065,0.933909974,0.998331199,1.985484171,0.039608205,0.964163123,83.84395599,0,-1.642227292,-1.342217207,0.024294308,0.086206897,0.83437109,0.76530093,0.798344851,0.833178997,0.805323005,0.819014192,0.156862745,0.156862745,0.156862745,22.07081443,22.07081443,10.25466004,9.631370008,10.49309826,9.279722214,-3.308356116,-5.265051519
